0.44 -0.08 0.83 0 0.3 1.57
-0.05 0 0.19 0 0 0
0.44 -0.08 0.88 0 0.3 1.57
-0.05 0 0.15 0 0 0



0.45 -0.077 1.15 0 0.3 1.57
-0.1 0 0.1 0.0 0.15 0.0


#pt 1
0.35 -0.08 0.8 0 0.3 1.57
-0.05 0 0.21 0 0 0  

#pt 2
0.35 -0.08 0.83 0 0.3 1.57
-0.05 0 0.15 0 0 0

